Product Name,Article Number,Part Number
EHS-DM-CF6- 12029280 with two breakouts,20365-000098-X.0,20365-000098-X.0
iW-HSKALU-CLASLR-Q7O5,20365-000099-A.0,20365-000099-A.0
EHS-CA945-NBT_ES02.A0,20365-000100-A.0,20365-000100-A.0
iW-HSKALU-CLASLR-SC01,20365-000101-A.0,20365-000101-A.0
iW-HSPALU-CLASLR-SS03,20365-000102-A.0,20365-000102-A.0
停用 EHS-CP530-NBH.B0,20365-000103-B.0,20365-000103-B.0
EHS-CP530-NBH.B1,20365-000103-B.1,20365-000103-B.1
EHS-Q709-12VHBT.A0,20365-000104-A.0,20365-000104-A.0
EHS-TS170-NHPH-E.A0,20365-000105-A.0,20365-000105-A.0
EHS-TS170-NHPH-E.A1,20365-000105-A.1,20365-000105-A.1
"HTSK,53.9x82.9x2.54mm,PAS,PLATE,ALUM,R,BLK ANNO,5.0mm, Assy",HMHP-7T,20365-000106-A.0
EHS-DMi8-NBT.X0,20365-000107-X.0,20365-000107-X.0
ECB-QSA-AL5-S4,20365-A00001-A.0,20365-A00001-A.0
EHS-BM57-12VHOT-N-20.A0,20365-A00002-A.0,20365-A00002-A.0
組裝-EHS-CA945-NOH.C0,20365-A00003-A.0,20365-A00003-A.0
組裝-EHS-XAF-12VHBT.A2,20365-A00004-A.1,20365-A00004-A.1
Qseven 20mm High Fin 鋁擠料,20365-A00005-A.0,20365-A00005-A.0
組裝-EHS-XAF-05VHBH.B1,20365-A00006-A.1,20365-A00006-A.1
組裝-EHS-TC87-12VHBH-10.A0,20365-A00007-A.0,20365-A00007-A.0
組裝-EHS-QA3-12VHBT.A1,20365-A00008-A.1,20365-A00008-A.1
組裝-EHS-QA3-12VHBB.A1,20365-A00009-A.1,20365-A00009-A.1
組裝-EHS-QMX6-12VHSH-NL.A0,20365-A00010-A.1,20365-A00010-A.1
組裝-EHS-QAF-HFBH.B0,20365-A00011-A.1,20365-A00011-A.1
IW-HSPALU-CLASLR-Q705 組裝費,20365-A00012-A.0,20365-A00012-A.0
ETE-Heatspreader-GX1-2.5,20365-A00013-A.0,20365-A00013-A.0
011278 conga-X915-HSP/T,20365-A00014-A.0,20365-A00014-A.0
056147 conga-X852/HSP-T,20365-A00015-A.0,20365-A00015-A.0
057821 conga-XLX/HSP-T A3,20365-A00016-A.0,20365-A00016-A.0
066331 conga-E852+855/HSP-B,20365-A00017-A.0,20365-A00017-A.0
EHS-X800/HSP-T,20365-A00018-A.0,20365-A00018-A.0
EHS-E800/HSP-H,20365-A00019-A.0,20365-A00019-A.0
EHS915-12VHBT Rev.B3,20365-A00020-A.0,20365-A00020-A.0
conga-X915+X945/CSP-T B.3,20365-A00021-A.0,20365-A00021-A.0
conga-E855+X855/CSP-B,20365-A00022-A.0,20365-A00022-A.0
EHS855-12VHBT Rev.B0,20365-A00023-A.0,20365-A00023-A.0
conga-E855+X855/CSP-B-V Rev.A0,20365-A00024-A.0,20365-A00024-A.0
EHS915-05VHBH Rev.B3,20365-A00025-A.0,20365-A00025-A.0
EHS915-05VHBH Rev.C0,20365-A00026-A.0,20365-A00026-A.0
EHS915-05VHBH Rev.C0 (CNC+陽極黑+鉚釘),20365-A00027-A.0,20365-A00027-A.0
EHS915-12VHBH+S Rev.B3,20365-A00028-A.0,20365-A00028-A.0
08-MA406.110,20365-A00029-A.0,20365-A00029-A.0
M002720-01 Thermal Stack Set,20365-A00030-A.0,20365-A00030-A.0
ECB-QSA-C5-S,20365-A00031-A.0,20365-A00031-A.0
ECB-QSA-AL5-S,20365-A00032-A.0,20365-A00032-A.0
ECB-QSA-AL5-S,20365-A00033-A.0,20365-A00033-A.0
ECB-QSA-AL5-SS,20365-A00034-A.1,20365-A00034-A.1
ECB-QSA-AL5-SS,20365-A00035-A.1,20365-A00035-A.1
ECB-QSA-AL7-SS,20365-A00036-A.0,20365-A00036-A.0
ECB-QSA-AL2.7-S,20365-A00037-A.0,20365-A00037-A.0
ECB-QSA-AL2.7-SS,20365-A00038-A.1,20365-A00038-A.1
EHS-CA945-NOT (Rev.B0),20365-A00039-A.0,20365-A00039-A.0
ASK-765-3,20365-A00040-A.0,20365-A00040-A.0
EHS-QSA-NUH.B0,20365-A00041-A.0,20365-A00041-A.0
058796 conga-B945-socket/Thermal Stack Set (Rev.D.0),20365-A00042-A.0,20365-A00042-A.0
EHS965-12VHBH Rev. A2,20365-A00043-A.0,20365-A00043-A.0
LF-K50B97C with speaker cable,20365-A00044-A.0,20365-A00044-A.0
366_QA_AL Block Rev.B,20365-A00045-A.0,20365-A00045-A.0
366_QA_HEATSPREADER Rev.B.02,20365-A00046-A.0,20365-A00046-A.0
Heatspreader MPA3 Rev.03,20365-A00047-A.0,20365-A00047-A.0
EHS-QSA-NOH.C1,20365-A00048-A.0,20365-A00048-A.0
conga-QA/CSP TAK Rev.A0,20365-A00049-A.1,20365-A00049-A.1
15000006 conga-QA/CSP-B TAK A.2,20365-A00050-A.0,20365-A00050-A.0
Heatsink EHS-QSA-NOH.C5 ECM01024-L-P 不含螺絲，特殊包裝方式,20365-A00051-A.0,20365-A00051-A.0
EHS-QSA-NUH.C1,20365-A00052-A.0,20365-A00052-A.0
EHS-QSA-NBH.C1,20365-A00053-A.0,20365-A00053-A.0
ASK-259 Rev.D,20365-A00054-A.0,20365-A00054-A.0
013142 conga-BM45/TSS P8400/T3100 X.0,20365-A00055-A.0,20365-A00055-A.0
013142 conga-BM45/TSS P8400/T3100 X.0,20365-A00056-A.1,20365-A00056-A.1
NHS-BM45-NBH-P Rev.A1,20365-A00057-A.0,20365-A00057-A.0
conga-BM45/CSP-B 2in1,20365-A00058-A.0,20365-A00058-A.0
013162 conga-BM45/P8400 CSA-T,20365-A00059-A.0,20365-A00059-A.0
013163 conga-BM45/P8400 CSA-B S104,20365-A00060-A.0,20365-A00060-A.0
EHS-XA945-12VHBH.A0,20365-A00061-A.0,20365-A00061-A.0
EHSBM-NOT-P-N-17N.A0,20365-A00062-A.0,20365-A00062-A.0
"Cable Tie 2.5mm x 42mm, Nylon, Black",20365-A00063-A.0,20365-A00063-A.0
CMBA0227271207-00 blueclip+T725,20365-A00064-A.0,20365-A00064-A.0
Qseven Aluminum Block 5(H)mm 鋁擠料,20365-A00065-A.0,20365-A00065-A.0
055626 conga-XA945/CSP-T,20365-A00066-A.0,20365-A00066-A.0
ECB-QSA-AL5-S4.C0,20365-A00067-A.0,20365-A00067-A.0
ECB-QSA-AL5-SS4.C0,20365-A00068-A.1,20365-A00068-A.1
Heatspreader FT02,20365-A00069-A.0,20365-A00069-A.0
048791 conga-B945/Thermal Stack Set (Rev.E.0),20365-A00070-A.0,20365-A00070-A.0
SST1.5M-M,20365-A00071-A.0,20365-A00071-A.0
56833100001,20365-A00072-A.0,20365-A00072-A.0
MPU10-0101.01,20365-A00073-A.0,20365-A00073-A.0
MPU10-0102.01,20365-A00074-A.0,20365-A00074-A.0
AHS-BS57-NBT.A2,20365-A00075-A.0,20365-A00075-A.0
040012 conga-BS45/TSS,20365-A00076-A.0,20365-A00076-A.0
041028 conga-BAF/CSA-T A.3,20365-A00077-A.0,20365-A00077-A.0
041025 conga-BAF/CSP-B A.3,20365-A00078-A.0,20365-A00078-A.0
組合-EHS-BAF-NOH.A3,20365-A00079-A.1,20365-A00079-A.1
041026 conga-BAF/CSP-T A.3,20365-A00080-A.0,20365-A00080-A.0
組裝-EHS-XAF-NOH.A3,20365-A00081-A.1,20365-A00081-A.1
041056 conga-XAF/CSP-T A.3,20365-A00082-A.0,20365-A00082-A.0
041057 conga-XAF/CSA-B A.3,20365-A00083-A.0,20365-A00083-A.0
041058 conga-XAF/CSA-T A.3,20365-A00084-A.0,20365-A00084-A.0
組裝-EHS-XAF-12VHOT.A3,20365-A00085-A.1,20365-A00085-A.1
EHS-QSA-HOH.A2,20365-A00086-A.0,20365-A00086-A.0
組裝-EHS-QSA-HOH.A2,20365-A00087-A.1,20365-A00087-A.1
KHS-MB63-12VHBT.A1,20365-A00088-A.0,20365-A00088-A.0
組裝-KHS-MB63-12VHBT.A1,20365-A00089-A.1,20365-A00089-A.1
015062 conga-QA6/CSP-B,20365-A00090-A.0,20365-A00090-A.0
組裝-EHSBM-12VHBT-P-N-12.B0 (鉚釘+組裝),20365-A00091-A.0,20365-A00091-A.0
EHSBM-12VHBT-P-N-12.B0,20365-A00092-A.0,20365-A00092-A.0
EHS945-F-CNC (CNC+陽極黑色+鉚釘),20365-A00093-A.1,20365-A00093-A.1
EHSBM-12VHBT-P-N-12.B0 (CNC+陽極黑色+鉚釘),20365-A00094-A.0,20365-A00094-A.0
EHS-QAF-HBH-S.A1,20365-A00095-A.0,20365-A00095-A.0
組裝- EHS -QAF-HBH-S.A1,20365-A00096-A.1,20365-A00096-A.1
EHS-QSA-HBH-S.A1,20365-A00097-A.0,20365-A00097-A.0
conga-TCA/HSP-B Rev. X.1 (CNC+陽極橘金+鉚釘),20365-A00098-A.0,20365-A00098-A.0
組裝 - conga-TCA/HSP-B Rev. X.1,20365-A00099-A.1,20365-A00099-A.1
conga-TCA/HSP-T Rev. X.1 (CNC+陽極橘金+鉚釘),20365-A00100-A.0,20365-A00100-A.0
047032 conga-TCA/HSP-T Rev. X.1,20365-A00101-A.0,20365-A00101-A.0
組裝 - conga-TCA/HSP-T Rev. X.1,20365-A00102-A.1,20365-A00102-A.1
conga-TCA/CSP-T Rev. X.1 (CNC+陽極橘金+鉚釘),20365-A00103-A.0,20365-A00103-A.0
047030 conga-TCA/CSP-T Rev. X.1,20365-A00104-A.0,20365-A00104-A.0
組裝 - conga-TCA/CSP-T Rev. X.1,20365-A00105-A.1,20365-A00105-A.1
conga-TCA/CSP-B Rev. X.1 (CNC+陽極橘金+鉚釘),20365-A00106-A.0,20365-A00106-A.0
047031 conga-TCA/CSP-B Rev. X.1,20365-A00107-A.0,20365-A00107-A.0
組裝 - conga-TCA/CSP-B Rev. X.1,20365-A00108-A.1,20365-A00108-A.1
EHS-CA945-HUT-D1.A0(CNC+陽極藍色+鉚釘),20365-A00109-A.0,20365-A00109-A.0
EHS-CA945-HUT-D1.A0,20365-A00110-A.0,20365-A00110-A.0
組裝-EHS-CA945-HUT-D1.A0,20365-A00111-A.1,20365-A00111-A.1
HEATSINK FOR N.B 0992-0003F,20365-A00112-A.0,20365-A00112-A.0
組裝- conga-QAF/CSP-B 6mm X.0,20365-A00113-A.1,20365-A00113-A.1
02-MA451.500 MVP Vector Collar Body Assy,20365-A00114-A.0,20365-A00114-A.0
02-MA451.600 MVP Vector Collar Body Assy,20365-A00115-A.1,20365-A00115-A.1
02-MA450.500 IGT Bluechip Shroud Assy,20365-A00116-A.0,20365-A00116-A.0
042745 conga-QA/HSP-B B.1,20365-A00117-A.0,20365-A00117-A.0
EHS-QA6-HOH.A2,20365-A00118-A.0,20365-A00118-A.0
conga-QA6/CSP-B 6mm X.1,20365-A00119-A.0,20365-A00119-A.0
015062 conga-QA6/CSP-B X.1,20365-A00120-A.0,20365-A00120-A.0
組合-EHS-QA6-NOH.A1,20365-A00121-A.1,20365-A00121-A.1
055625 conga-XA945/CSP-B B.0,20365-A00122-A.0,20365-A00122-A.0
055626 conga-XA945/CSP-T B.0,20365-A00123-A.0,20365-A00123-A.0
組裝-EHS-XA945-NOT.C0,20365-A00124-A.1,20365-A00124-A.1
055628 conga-XA945/CSA-T B.0,20365-A00125-A.0,20365-A00125-A.0
"02-MA453.200 Backbox, Vector, IGT GU4組合",20365-A00126-A.0,20365-A00126-A.0
"02-MA454.200 Shroud, Vector, IGT GU4",20365-A00127-A.0,20365-A00127-A.0
"02-MA454.300 Shroud, Vector, IGT GU4",20365-A00128-A.1,20365-A00128-A.1
EHS-EM91-12VBT.A0,20365-A00129-A.0,20365-A00129-A.0
EHS-XAF-05VHOT.A1,20365-A00130-A.0,20365-A00130-A.0
EHS-QSA-AL5-S4.A0,20365-A00131-A.0,20365-A00131-A.0
EHS-QSA-AL5-SS4.A0,20365-A00132-A.0,20365-A00132-A.0
EHS-QSA-AL5-S4.A0,20365-A00133-A.0,20365-A00133-A.0
EHS-QSA-AL5-S4.A0,20365-A00133-A.1,20365-A00133-A.1
EHS-G15M-HST.A2,20365-A00134-A.0,20365-A00134-A.0
conga-B945/CSP-T,20365-A00135-A.0,20365-A00135-A.0
Heatspreader FOR COM BM67 with celeron(consign),20365-A00136-A.0,20365-A00136-A.0
"Heatspreader FOR COM BM67, heatpipe",20365-A00137-A.0,20365-A00137-A.0
"Heatspreader FOR COM BM67, heatpipe, 含螺絲組",20365-A00138-A.0,20365-A00138-A.0
GE10 box 機殼組,20365-A00139-A.0,20365-A00139-A.0
"GE10 box, HDMI/VGA plate option +screws+heatpad",20365-A00140-A.1,20365-A00140-A.1
"GE10 box, HDMI/VGA plate option +screws",20365-A00141-A.0,20365-A00141-A.0
Thermal Block Set aluminum (R.00),20365-A00142-A.0,20365-A00142-A.0
EHS-EM91-12VBT.A2,20365-A00143-A.0,20365-A00143-A.0
046952 conga-TC87/CSP-T X.0,20365-A00144-A.0,20365-A00144-A.0
組裝-EHS-TU87-NOT.X0,20365-A00145-A.1,20365-A00145-A.1
046954 conga-TC87/HSP-T X.0,20365-A00146-A.0,20365-A00146-A.0
組裝-EHS-TU87-HOT.X1,20365-A00147-A.1,20365-A00147-A.1
conga-BS57/HSP-HP-B,20365-A00148-A.0,20365-A00148-A.0
647035 conga-TCA/CSP-B-HF MR1.X0,20365-A00149-A.0,20365-A00149-A.0
組裝 - NHS-TCA-NOH.A1,20365-A00150-A.1,20365-A00150-A.1
015332 conga-QAF/CSP-B 6mm X.1,20365-A00151-A.0,20365-A00151-A.0
Heatsink,20365-A00152-A.0,20365-A00152-A.0
047033 conga-TCA/HSP-B Rev. X.2,20365-A00153-A.0,20365-A00153-A.0
047033 conga-TCA/HSP-B Rev. X.3,20365-A00153-X.3,20365-A00153-X.3
047032 conga-TCA/HSP-T Rev. X.2,20365-A00154-A.0,20365-A00154-A.0
047032 conga-TCA/HSP-T Rev. X.3,20365-A00154-X.3,20365-A00154-X.3
047031 conga-TCA/CSP-B-LF Rev. X.2,20365-A00155-A.0,20365-A00155-A.0
047031 conga-TCA/CSP-B-LF Rev. X.3,20365-A00155-X.3,20365-A00155-X.3
047030 conga-TCA/CSP-T-LF Rev. X.2,20365-A00156-A.0,20365-A00156-A.0
047030 conga-TCA/CSP-T-LF Rev. X.3,20365-A00156-X.3,20365-A00156-X.3
087415 conga-B945/CSP-B D.0,20365-A00157-A.0,20365-A00157-A.0
EHS-QAF-HF12VOH.A0,20365-A00158-A.0,20365-A00158-A.0
042745 conga-QA/HSP-B thermal,20365-A00159-A.0,20365-A00159-A.0
013171 conga-BM45/CSA-T GE2,20365-A00160-A.0,20365-A00160-A.0
022585 conga-CA945/CSP-T C.0,20365-A00161-A.0,20365-A00161-A.0
022417 conga-B945/socket CSA-B D.0,20365-A00162-A.0,20365-A00162-A.0
組裝-EHS945-12VHOH-P.D0 (Micro Pin),20365-A00163-A.0,20365-A00163-A.0
Thermal Stack Set for conga-CS45,20365-A00164-A.0,20365-A00164-A.0
054123 conga-B945/CSA-B D.0,20365-A00165-A.0,20365-A00165-A.0
085147 conga-B945/socket CSA-T D.0,20365-A00166-A.0,20365-A00166-A.0
048731 conga-B945-socket/CSP-B D.0,20365-A00167-A.0,20365-A00167-A.0
025879 conga-B945/Socket CSP-T D.0,20365-A00168-A.0,20365-A00168-A.0
069877 conga-B945/CSA-T D.0,20365-A00169-A.0,20365-A00169-A.0
068741 onga-B945/CSP-T D.0,20365-A00170-A.0,20365-A00170-A.0
047035 conga-TCA/CSP-B-HF Rev. X.1,20365-A00171-A.0,20365-A00171-A.0
047035 conga-TCA/CSP-B-HF Rev. X.2,20365-A00171-X.2,20365-A00171-X.2
047034 conga-TCA/CSP-T-HF Rev. X.1,20365-A00172-A.0,20365-A00172-A.0
047034 conga-TCA/CSP-T-HF Rev. X.2,20365-A00172-X.2,20365-A00172-X.2
EHS-G15M-HST-L.B0,20365-A00173-A.0,20365-A00173-A.0
conga-XAF/HSP-T A.0,20365-A00174-A.0,20365-A00174-A.0
EHS-QMX6-HOH.A0,20365-A00175-A.0,20365-A00175-A.0
EHS-QAF-HFSH.A2,20365-A00176-A.0,20365-A00176-A.0
046951 conga-TC87/CSP-B X.0,20365-A00177-A.0,20365-A00177-A.0
組裝-046951 conga-TC87/CSP-B X.0,20365-A00178-A.1,20365-A00178-A.1
046953 conga-TC87/HSP-B X.0,20365-A00179-A.0,20365-A00179-A.0
組裝-EHS-TU87-HOH.X1,20365-A00180-A.1,20365-A00180-A.1
"Touch Panel, 15 "" 委外加工",20365-A00181-A.0,20365-A00181-A.0
"Touch Panel, 15 "" 委外加工 (Giant)",20365-A00182-A.1,20365-A00182-A.1
"Plastic, cable tie mount, 12 x12 mm adhesive",20365-A00183-A.0,20365-A00183-A.0
"Plastic, cable tie mount",20365-A00184-A.0,20365-A00184-A.0
"Heatspreader, aluminum, 348.4 x 188.5mm",20365-A00185-A.0,20365-A00185-A.0
"O-ring, heatspreader, conductive coated hollow cord, outer dia 2.1mm, inner dia 1.0mm",20365-A00186-A.0,20365-A00186-A.0
conga-X915+X945/HSP-T,20365-A00187-A.0,20365-A00187-A.0
NHS-TS77/1047UE-NBH.Y0,20365-A00188-A.0,20365-A00188-A.0
EHS-QMX6-HBH2-VT7.A0,20365-A00189-A.0,20365-A00189-A.0
074215 conga-XLX/HSP-B B.0,20365-A00190-A.0,20365-A00190-A.0
074215C conga-XLX/HSP-B C.0,20365-A00191-A.0,20365-A00191-A.0
EHS-TS77/1047UE-NOH.X1,20365-A00192-A.0,20365-A00192-A.0
013163 conga-BM45/P8400 CSA-B S104 A.1,20365-A00193-A.0,20365-A00193-A.0
013163 conga-BM45/P8400 CSA-B S-104 A.1 (Bulk-Package screw bag),20365-A00193-A.1,20365-A00193-A.1
016161 conga-QMX6/HSP2,20365-A00194-A.0,20365-A00194-A.0
GMCH Stack and ICH Stack of 013142,20365-A00195-A.0,20365-A00195-A.0
EHS-QAF-HF05VBH.B0,20365-A00196-A.0,20365-A00196-A.0
042051 conga-TCG/HSP-B X.0,20365-A00197-A.0,20365-A00197-A.0
組裝-042051 conga-TCG/HSP-B X.0,20365-A00198-A.1,20365-A00198-A.1
042053 conga-TCG/CSP-B X.0,20365-A00199-A.0,20365-A00199-A.0
組裝-042053 conga-TCG/CSP-B X.0,20365-A00200-A.1,20365-A00200-A.1
041020 conga-BAF/HSP-B,20365-A00201-A.0,20365-A00201-A.0
Q7-Quadmo-747-x/T30 Heat Sink (Passive),20365-A00202-A.0,20365-A00202-A.0
Q7-Quadmo 747-Gseries Heat Sink (Passive),20365-A00203-A.0,20365-A00203-A.0
260974 Thermal Block Set aluminum (R.01),20365-A00204-A.0,20365-A00204-A.0
組裝-260974 Thermal Block Set aluminum (R.01),20365-A00205-A.0,20365-A00205-A.0
042052 conga-TCG/HSP-T X.0,20365-A00206-A.0,20365-A00206-A.0
組裝-042052 conga-TCG/HSP-T X.0,20365-A00207-A.1,20365-A00207-A.1
042054 conga-TCG/CSP-T X.0,20365-A00208-A.0,20365-A00208-A.0
組裝-042054 conga-TCG/CSP-T X.0,20365-A00209-A.0,20365-A00209-A.0
EHS-RH2-05VB.A0,20365-A00210-A.0,20365-A00210-A.0
EHS-TCA-H 鋁擠素材,20365-A00211-A.0,20365-A00211-A.0
EHS-TCA-N 鋁擠素材,20365-A00212-A.0,20365-A00212-A.0
ME300116C - Heatspreader (Not anodized),20365-A00213-A.0,20365-A00213-A.0
EHS-XA945-HB-KA.C0 (CNC+ Micro Pin +陽極黑色),20365-A00214-A.0,20365-A00214-A.0
EHS-XA945-HB-KA.C0,20365-A00215-A.0,20365-A00215-A.0
EHS-G15M-HST-NL.A0,20365-A00216-A.0,20365-A00216-A.0
MPU13-0101 cooling heatsink,20365-A00217-A.0,20365-A00217-A.0
MPU13-0101 cooling heatsink,20365-A00218-A.0,20365-A00218-A.0
"Sub Ass'y cost,EHS-G15M-NBH.A0 (CNC+陽極黑+鉚釘)",20365-A00219-A.0,20365-A00219-A.0
EHS-G15M-NBH-NL.A0,20365-A00220-A.0,20365-A00220-A.0
ALU HEATSINK + heatpads,20365-A00221-A.0,20365-A00221-A.0
GE10-mini mechanics,20365-A00222-A.0,20365-A00222-A.0
047353 conga-TCA3/CSP-B Rev. X.0,20365-A00223-A.0,20365-A00223-A.0
047352 conga-TCA3/CSP-T Rev. X.0,20365-A00224-A.0,20365-A00224-A.0
047351 conga-TCA3/HSP-B Rev. X.0,20365-A00225-A.0,20365-A00225-A.0
047350 conga-TCA3/HSP-T X.0,20365-A00226-A.0,20365-A00226-A.0
EHS-TCG-Heatsink 鋁擠素材,20365-A00227-A.0,20365-A00227-A.0
EHS-QMX6-HOH2.A0,20365-A00228-A.0,20365-A00228-A.0
EHS-BM57/i5-520M-12VHBH-17.X0,20365-A00229-A.0,20365-A00229-A.0
ECB-QSA-AL5-S4.C1,20365-A00230-A.0,20365-A00230-A.0
EHS-E855/X855-HBH.A0,20365-A00231-A.0,20365-A00231-A.0
EHS-QSA-NBH.C5,20365-A00232-A.0,20365-A00232-A.0
EHS-XAF-05VHBT.A2,20365-A00233-A.0,20365-A00233-A.0
EHS-XAF-NFBT.A2,20365-A00234-A.0,20365-A00234-A.0
EHS-TC87-12VHBH-10.X0,20365-A00235-A.0,20365-A00235-A.0
EHS-TC87-NBH-10.X0,20365-A00236-A.0,20365-A00236-A.0
conga-TC87/CSA-B SUK1(16mm),20365-A00237-A.0,20365-A00237-A.0
013171 conga-BM45/CSA-T GE2 A.3,20365-A00238-A.0,20365-A00238-A.0
EHS-E855/X855-HBH.A1,20365-A00239-A.0,20365-A00239-A.0
Heatspreader - KeTop_T70 (CNC+陽極鋁原色),20365-A00240-A.0,20365-A00240-A.0
Heatspreader - KeTop_T70,20365-A00241-A.0,20365-A00241-A.0
Heatspreader - KeTop_T70 (沖壓+陽極鋁原色),20365-A00242-A.1,20365-A00242-A.1
Heatspreader - KeTop_T70,20365-A00243-A.1,20365-A00243-A.1
046170 conga-BS67/HSP-HP-B,20365-A00244-A.0,20365-A00244-A.0
"Logistic-UX Li-Ion Battery Pack 11.1V, 1950mAh",20365-A00245-A.0,20365-A00245-A.0
042735 conga-QA/CSP-B D.0,20365-A00246-A.0,20365-A00246-A.0
Front Sub-Assy LUX 10.4'',20365-A00247-A.0,20365-A00247-A.0
"Front Sub-Assy - Frontframe with Coverlens, LCD, Touch - bonded - LUX 10.4""",20365-A00248-A.0,20365-A00248-A.0
"Assembly Cover battery pack LUX 10.4""",20365-A00249-A.0,20365-A00249-A.0
"Sub-Assembly LUX10 10.4'' Touch/Front, design PENTA",20365-A00250-A.0,20365-A00250-A.0
013172 conga-BM45/P8400 CSA-T SUK1,20365-A00251-A.0,20365-A00251-A.0
EHS-QAF-05VHBH.A0,20365-A00252-A.0,20365-A00252-A.0
ASK-246REVE,20365-A00253-A.0,20365-A00253-A.0
EHS-QA3-HFBB.A1,20365-A00254-A.0,20365-A00254-A.0
EHS-QA3-SFBB.A1,20365-A00255-A.0,20365-A00255-A.0
conga-TS77/CSP-B-V 12mm GWX1,20365-A00256-A.0,20365-A00256-A.0
conga-TS77/CSP-B-V 12mm GWX1 A.2,20365-A00257-A.0,20365-A00257-A.0
conga-TS67/HSP-HP-B,20365-A00258-A.0,20365-A00258-A.0
646951 conga-TC87-CSA-B SUK1,20365-A00259-A.0,20365-A00259-A.0
conga-QA3/CSP-T 6mm,20365-A00260-A.0,20365-A00260-A.0
EHS-QA3-NBT.A1,20365-A00261-A.0,20365-A00261-A.0
Heatspreader - KeTop_T200.A0,20365-A00262-A.0,20365-A00262-A.0
022590 conga-CA945/CSP-B C.0,20365-A00263-A.0,20365-A00263-A.0
EHS-QA3-SFBT.A1,20365-A00264-A.0,20365-A00264-A.0
EHS-XAF-12VHBT.A2,20365-A00265-A.0,20365-A00265-A.0
EHS-QA3-12VHST.A1,20365-A00266-A.0,20365-A00266-A.0
EHS-XAF-05VHBH.B0,20365-A00267-A.0,20365-A00267-A.0
646951 conga-TC87-CSA-B SUK1 A.1,20365-A00268-A.0,20365-A00268-A.0
Heatsink Cooler,20365-A00269-A.0,20365-A00269-A.0
EHS-M948-12VH.X0,20365-A00270-A.0,20365-A00270-A.0
EHS-M953-12VH.X0,20365-A00271-A.0,20365-A00271-A.0
EHS-QA3-12VHBT.A1,20365-A00272-A.0,20365-A00272-A.0
EHS-QA3-12VHBB.A1,20365-A00273-A.0,20365-A00273-A.0
EHS-QMX6-12VHSH-NL.A0,20365-A00274-A.0,20365-A00274-A.0
EHS-QAF-HFBH.B0,20365-A00275-A.0,20365-A00275-A.0
EHS-QB6-HBT-L.A1,20365-A00276-A.0,20365-A00276-A.0
EHS-QB6-12VHBT-L.A1,20365-A00277-A.0,20365-A00277-A.0
KEBA AP5xx Heatspreader Gappadstacks.A0,20365-A00278-A.0,20365-A00278-A.0
EBC-3360 components,20365-A00279-A.0,20365-A00279-A.0
EBC-3380 components,20365-A00280-A.0,20365-A00280-A.0
EHS-XAF-NBT.A2,20365-A00281-A.0,20365-A00281-A.0
iW-HSPALU-CLASLR-Q705,20365-A00282-A.0,20365-A00282-A.0
iW-HSPALU-CLASLR-Q707,20365-A00283-A.0,20365-A00283-A.0
IW-HSPALU-CLASLR-Q706 (NP),20365-A00284-A.0,20365-A00284-A.0
IW-HSPALU-CLASLR-Q707 (NP),20365-A00285-A.0,20365-A00285-A.0
Heatspreader COMe-mCT10,20365-A00286-A.0,20365-A00286-A.0
EHS-QA3-SFBB.B0,20365-A00287-A.0,20365-A00287-A.0
EHS-QAF-HFBB.B1,20365-A00288-A.0,20365-A00288-A.0
Heatspreader-KeTop_BT700-3815 (T200.A1),20365-A00289-A.0,20365-A00289-A.0
055615 conga-XA945/TSS X.0,20365-A00290-A.0,20365-A00290-A.0
046125 conga-BM67/CSA-HP-T,20365-A00291-A.0,20365-A00291-A.0
046124 conga-BM67/CSA-HP-B,20365-A00292-A.0,20365-A00292-A.0
EHS-QA3-ENBB.A0,20365-A00293-A.0,20365-A00293-A.0
EHS-QA3-HBB.B1,20365-A00294-A.0,20365-A00294-A.0
EHS-cDC2-NBTS.A0,20365-A00295-A.0,20365-A00295-A.0
EHS-TS77 3517UE-12VMBT.X0,20365-A00296-A.0,20365-A00296-A.0
KEBA AP5xx Heatspreader Gappadstacks.A1,20365-A00297-A.0,20365-A00297-A.0
EHS-M953-12VH.A0,20365-A00298-A.0,20365-A00298-A.0
EHS-M948-12VH.A0,20365-A00299-A.0,20365-A00299-A.0
EHS-QMX6-12VHSH-NL.A1,20365-A00300-A.0,20365-A00300-A.0
Heatsink-SIS5571,20365-A00301-A.0,20365-A00301-A.0
TGS II cooler XCI-518A4510B,20365-A00302-A.0,20365-A00302-A.0
TGS II cooler -K庫存量,20365-A00303-A.0,20365-A00303-A.0
TGS II A.3,20365-A00303-A.3,20365-A00303-A.3
TGSI cooler,20365-A00304-A.0,20365-A00304-A.0
TGSI cooler(consign),20365-A00305-A.0,20365-A00305-A.0
TGSI cooler,20365-A00306-A.0,20365-A00306-A.0
TGSI cooler,20365-A00307-A.0,20365-A00307-A.0
128-05-01 Rev.B Heatsink,20365-A00308-A.0,20365-A00308-A.0
"Cooling 35x35x23mm , with clip (yellow)",20365-A00309-A.0,20365-A00309-A.0
HEATSINK FOR CPU 0992-0002F,20365-A00310-A.0,20365-A00310-A.0
HEATSINK HS392X-110225,20365-A00311-A.0,20365-A00311-A.0
EHS-BM45/P8400-12VOT-N.A2 (CNC+陽極橘色),20365-A00312-A.0,20365-A00312-A.0
eDM-A55E Heatsink Block #6403-0005 (A2),20365-A00313-A.0,20365-A00313-A.0
